02:00:30.80 | INFO | utils.core.telegram:pars_sessions:56 | Searched sessions: 11.
02:01:15.06 | INFO | utils.core.telegram:pars_sessions:56 | Searched sessions: 11.
02:01:15.07 | SUCCESS | utils.core.telegram:get_accounts:106 | Search available accounts: 11.
02:01:15.07 | INFO | utils.core.telegram:check_valid_accounts:85 | Checking accounts for valid...
02:01:47.44 | SUCCESS | utils.core.telegram:check_valid_accounts:95 | Valid accounts: 10; Invalid: 1
02:01:47.45 | INFO | utils.core.telegram:get_accounts:112 | Saved 1 invalid account(s) in sessions/invalid_accounts.txt
02:02:03.78 | SUCCESS | utils.starter:stats:97 | Сохранена статистика в statistics/statistics_2024-09-12-02-02-03.csv
02:02:24.56 | INFO | utils.core.telegram:pars_sessions:56 | Searched sessions: 11.
02:02:24.56 | SUCCESS | utils.core.telegram:get_accounts:106 | Search available accounts: 11.
02:02:24.56 | INFO | utils.core.telegram:check_valid_accounts:85 | Checking accounts for valid...
02:02:56.93 | SUCCESS | utils.core.telegram:check_valid_accounts:95 | Valid accounts: 10; Invalid: 1
02:02:56.93 | INFO | utils.core.telegram:get_accounts:112 | Saved 1 invalid account(s) in sessions/invalid_accounts.txt
02:03:06.95 | SUCCESS | utils.starter:start:29 | Thread 6 | 7.session | Завершена задача «Ежедневные награды» и получено 500 очков
02:03:59.12 | SUCCESS | utils.starter:start:29 | Thread 0 | 1.session | Завершена задача «Играйте в Wizzwoods» и получено 1000 очков
02:03:59.39 | SUCCESS | utils.starter:start:29 | Thread 6 | 7.session | Завершена задача «Вступите в сообщество Time Farm в Telegram» и получено 1000 очков
02:03:59.56 | SUCCESS | utils.starter:start:29 | Thread 3 | 3.session | Завершена задача «Эйрдроп в 20 USDT от OKX и Time Farm» и получено 1000 очков
02:03:59.59 | SUCCESS | utils.starter:start:29 | Thread 5 | 5.session | Завершена задача «Сыграйте в Time Farm» и получено 1000 очков
02:03:59.67 | SUCCESS | utils.starter:start:29 | Thread 9 | main.session | Завершена задача «Играйте в Wizzwoods» и получено 1000 очков
02:04:00.06 | SUCCESS | utils.starter:start:29 | Thread 8 | 9.session | Завершена задача «Вступите в сообщество Time Farm в Telegram» и получено 1000 очков
02:04:00.62 | SUCCESS | utils.starter:start:29 | Thread 4 | 4.session | Завершена задача «Играйте в Wizzwoods» и получено 1000 очков
02:04:00.63 | SUCCESS | utils.starter:start:29 | Thread 2 | 2.session | Завершена задача «Играйте в Wizzwoods» и получено 1000 очков
02:04:01.21 | SUCCESS | utils.starter:start:29 | Thread 1 | 10.session | Завершена задача «Вступите в сообщество Time Farm в Telegram» и получено 1000 очков
02:04:01.54 | SUCCESS | utils.starter:start:29 | Thread 7 | 8.session | Завершена задача «Играйте в Wizzwoods» и получено 1000 очков
02:04:01.59 | SUCCESS | utils.starter:start:29 | Thread 0 | 1.session | Завершена задача «Присоединитесь к каналу Wizzwoods» и получено 1000 очков
02:04:01.82 | SUCCESS | utils.starter:start:29 | Thread 6 | 7.session | Завершена задача «Играйте в Wizzwoods» и получено 1000 очков
02:04:01.97 | SUCCESS | utils.starter:start:29 | Thread 9 | main.session | Завершена задача «Присоединитесь к каналу Wizzwoods» и получено 1000 очков
02:04:02.37 | SUCCESS | utils.starter:start:29 | Thread 5 | 5.session | Завершена задача «Эйрдроп в 20 USDT от OKX и Time Farm» и получено 1000 очков
02:04:02.49 | SUCCESS | utils.starter:start:29 | Thread 3 | 3.session | Завершена задача «Вступите в сообщество Time Farm в Telegram» и получено 1000 очков
02:04:02.82 | SUCCESS | utils.starter:start:29 | Thread 8 | 9.session | Завершена задача «Играйте в Wizzwoods» и получено 1000 очков
02:04:02.98 | SUCCESS | utils.starter:start:29 | Thread 2 | 2.session | Завершена задача «Присоединитесь к каналу Wizzwoods» и получено 1000 очков
02:04:03.61 | SUCCESS | utils.starter:start:29 | Thread 4 | 4.session | Завершена задача «Присоединитесь к каналу Wizzwoods» и получено 1000 очков
02:04:04.08 | SUCCESS | utils.starter:start:29 | Thread 0 | 1.session | Завершена задача «Подпишитесь на Wizzwoods в X» и получено 1000 очков
02:04:04.20 | SUCCESS | utils.starter:start:29 | Thread 6 | 7.session | Завершена задача «Присоединитесь к каналу Wizzwoods» и получено 1000 очков
02:04:04.38 | SUCCESS | utils.starter:start:29 | Thread 1 | 10.session | Завершена задача «Играйте в Wizzwoods» и получено 1000 очков
02:04:04.46 | SUCCESS | utils.starter:start:29 | Thread 9 | main.session | Завершена задача «Подпишитесь на Wizzwoods в X» и получено 1000 очков
02:04:04.64 | SUCCESS | utils.starter:start:29 | Thread 7 | 8.session | Завершена задача «Присоединитесь к каналу Wizzwoods» и получено 1000 очков
02:04:04.91 | SUCCESS | utils.starter:start:29 | Thread 3 | 3.session | Завершена задача «Играйте в Wizzwoods» и получено 1000 очков
02:04:05.45 | SUCCESS | utils.starter:start:29 | Thread 5 | 5.session | Завершена задача «Вступите в сообщество Time Farm в Telegram» и получено 1000 очков
02:04:05.68 | SUCCESS | utils.starter:start:29 | Thread 8 | 9.session | Завершена задача «Присоединитесь к каналу Wizzwoods» и получено 1000 очков
02:04:05.95 | SUCCESS | utils.starter:start:29 | Thread 4 | 4.session | Завершена задача «Подпишитесь на Wizzwoods в X» и получено 1000 очков
02:04:06.16 | SUCCESS | utils.starter:start:29 | Thread 2 | 2.session | Завершена задача «Подпишитесь на Wizzwoods в X» и получено 1000 очков
02:04:06.58 | SUCCESS | utils.starter:start:29 | Thread 6 | 7.session | Завершена задача «Подпишитесь на Wizzwoods в X» и получено 1000 очков
02:04:07.07 | SUCCESS | utils.starter:start:29 | Thread 0 | 1.session | Завершена задача «Играйте в BOOM и получайте TON» и получено 1000 очков
02:04:07.30 | SUCCESS | utils.starter:start:29 | Thread 7 | 8.session | Завершена задача «Подпишитесь на Wizzwoods в X» и получено 1000 очков
02:04:07.41 | SUCCESS | utils.starter:start:29 | Thread 1 | 10.session | Завершена задача «Присоединитесь к каналу Wizzwoods» и получено 1000 очков
02:04:07.42 | SUCCESS | utils.starter:start:29 | Thread 9 | main.session | Завершена задача «Играйте в BOOM и получайте TON» и получено 1000 очков
02:04:07.88 | SUCCESS | utils.starter:start:29 | Thread 3 | 3.session | Завершена задача «Присоединитесь к каналу Wizzwoods» и получено 1000 очков
02:04:08.34 | SUCCESS | utils.starter:start:29 | Thread 8 | 9.session | Завершена задача «Подпишитесь на Wizzwoods в X» и получено 1000 очков
02:04:08.80 | SUCCESS | utils.starter:start:29 | Thread 5 | 5.session | Завершена задача «Играйте в Wizzwoods» и получено 1000 очков
02:04:08.96 | SUCCESS | utils.starter:start:29 | Thread 4 | 4.session | Завершена задача «Играйте в BOOM и получайте TON» и получено 1000 очков
02:04:09.17 | SUCCESS | utils.starter:start:29 | Thread 2 | 2.session | Завершена задача «Играйте в BOOM и получайте TON» и получено 1000 очков
02:04:09.54 | SUCCESS | utils.starter:start:29 | Thread 6 | 7.session | Завершена задача «Играйте в BOOM и получайте TON» и получено 1000 очков
02:04:09.55 | SUCCESS | utils.starter:start:29 | Thread 0 | 1.session | Завершена задача «Присоединяйтесь к сообществу BOOM» и получено 1000 очков
02:04:09.74 | SUCCESS | utils.starter:start:29 | Thread 1 | 10.session | Завершена задача «Подпишитесь на Wizzwoods в X» и получено 1000 очков
02:04:09.94 | SUCCESS | utils.starter:start:29 | Thread 7 | 8.session | Завершена задача «Играйте в BOOM и получайте TON» и получено 1000 очков
02:04:10.13 | SUCCESS | utils.starter:start:29 | Thread 9 | main.session | Завершена задача «Присоединяйтесь к сообществу BOOM» и получено 1000 очков
02:04:11.13 | SUCCESS | utils.starter:start:29 | Thread 8 | 9.session | Завершена задача «Играйте в BOOM и получайте TON» и получено 1000 очков
02:04:11.20 | SUCCESS | utils.starter:start:29 | Thread 3 | 3.session | Завершена задача «Подпишитесь на Wizzwoods в X» и получено 1000 очков
02:04:11.59 | SUCCESS | utils.starter:start:29 | Thread 2 | 2.session | Завершена задача «Присоединяйтесь к сообществу BOOM» и получено 1000 очков
02:04:11.64 | SUCCESS | utils.starter:start:29 | Thread 4 | 4.session | Завершена задача «Присоединяйтесь к сообществу BOOM» и получено 1000 очков
02:04:11.72 | SUCCESS | utils.starter:start:29 | Thread 5 | 5.session | Завершена задача «Присоединитесь к каналу Wizzwoods» и получено 1000 очков
02:04:12.48 | SUCCESS | utils.starter:start:29 | Thread 7 | 8.session | Завершена задача «Присоединяйтесь к сообществу BOOM» и получено 1000 очков
02:04:12.50 | SUCCESS | utils.starter:start:29 | Thread 1 | 10.session | Завершена задача «Играйте в BOOM и получайте TON» и получено 1000 очков
02:04:12.61 | SUCCESS | utils.starter:start:29 | Thread 6 | 7.session | Завершена задача «Присоединяйтесь к сообществу BOOM» и получено 1000 очков
02:04:13.02 | SUCCESS | utils.starter:start:29 | Thread 0 | 1.session | Завершена задача «Играйте в Corn Battles и получайте TON приглашая друзей» и получено 1000 очков
02:04:13.34 | SUCCESS | utils.starter:start:29 | Thread 9 | main.session | Завершена задача «Играйте в Corn Battles и получайте TON приглашая друзей» и получено 1000 очков
02:04:14.00 | SUCCESS | utils.starter:start:29 | Thread 3 | 3.session | Завершена задача «Играйте в BOOM и получайте TON» и получено 1000 очков
02:04:14.16 | SUCCESS | utils.starter:start:29 | Thread 4 | 4.session | Завершена задача «Играйте в Corn Battles и получайте TON приглашая друзей» и получено 1000 очков
02:04:14.35 | SUCCESS | utils.starter:start:29 | Thread 2 | 2.session | Завершена задача «Играйте в Corn Battles и получайте TON приглашая друзей» и получено 1000 очков
02:04:14.50 | SUCCESS | utils.starter:start:29 | Thread 8 | 9.session | Завершена задача «Присоединяйтесь к сообществу BOOM» и получено 1000 очков
